"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.51517,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.6771,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.88589,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-03",98.16579,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-04",98.47634,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-05",98.76883,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-06",99.01231,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-07",99.23751,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-08",99.49166,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-09",99.81142,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-10",100.167,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-11",100.5165,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","1999-12",100.8246,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-01",101.0869,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-02",101.2856,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-03",101.3901,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-04",101.4218,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-05",101.3895,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-06",101.2976,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-07",101.218,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-08",101.2316,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-09",101.3573,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-10",101.3871,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-11",100.9847,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2000-12",99.87846,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-01",98.48783,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-02",97.36698,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-03",96.93333,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-04",96.92616,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-05",97.01692,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-06",96.99306,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-07",96.84389,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-08",96.59972,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-09",96.29639,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-10",96.03472,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-11",95.95467,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2001-12",96.16788,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-01",96.50861,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-02",96.76627,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-03",96.79055,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-04",96.67959,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-05",96.5684,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-06",96.55264,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-07",96.61251,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-08",96.71484,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-09",96.83951,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-10",96.96346,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-11",97.05927,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2002-12",97.09441,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-01",97.05874,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-02",96.92567,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-03",96.68421,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-04",96.46836,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-05",96.48367,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-06",96.90823,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-07",97.56243,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-08",98.2331,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-09",98.76788,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-10",99.15324,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-11",99.37357,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2003-12",99.41972,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-01",99.46251,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-02",99.72766,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-03",100.3739,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-04",101.149,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-05",101.7004,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-06",101.7572,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-07",101.5364,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-08",101.31,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-09",101.2512,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-10",101.2857,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-11",101.2796,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2004-12",101.1354,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-01",100.9276,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-02",100.7744,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-03",100.7735,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-04",100.882,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-05",101.054,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-06",101.2669,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-07",101.4855,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-08",101.6733,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-09",101.798,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-10",101.8677,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-11",101.8852,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2005-12",101.8567,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-01",101.8531,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-02",101.9764,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-03",102.3005,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-04",102.6867,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-05",102.9342,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-06",102.8697,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-07",102.5752,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-08",102.1337,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-09",101.6037,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-10",101.1421,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-11",100.9685,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2006-12",101.2625,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-01",101.7716,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-02",102.1818,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-03",102.2734,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-04",102.1753,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-05",102.0709,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-06",102.095,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-07",102.2362,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-08",102.4721,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-09",102.7887,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-10",103.1036,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-11",103.3024,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2007-12",103.2751,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-01",103.0702,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-02",102.7109,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-03",102.1893,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-04",101.6155,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-05",101.122,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-06",100.8202,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-07",100.6774,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-08",100.674,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-09",100.8014,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-10",100.9219,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-11",100.8333,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2008-12",100.3424,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-01",99.54614,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-02",98.51552,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-03",97.28474,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-04",96.07465,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-05",95.20178,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-06",94.96675,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-07",95.20533,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-08",95.81061,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-09",96.78149,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-10",97.90454,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.96986,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2009-12",99.8348,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-01",100.5455,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-02",101.1439,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-03",101.6298,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-04",102.0341,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-05",102.3447,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-06",102.5145,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-07",102.5623,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-08",102.4585,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-09",102.1331,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-10",101.6351,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-11",101.0003,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2010-12",100.2915,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-01",99.77632,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-02",99.45068,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-03",99.21172,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-04",98.99914,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-05",98.68745,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-06",98.41814,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-07",98.18502,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-08",97.94335,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-09",97.73544,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-10",97.71836,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-11",97.67846,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2011-12",97.52791,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-01",97.53658,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-02",97.66082,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-03",97.79926,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-04",97.84073,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-05",97.78814,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-06",97.67415,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-07",97.40534,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-08",97.11646,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-09",96.93234,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-10",96.87935,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-11",97.01685,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2012-12",97.49676,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-01",98.27578,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-02",98.78905,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-03",98.90909,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-04",98.80441,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-05",98.67581,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-06",98.68216,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-07",98.81668,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-08",98.98399,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-09",98.9621,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-10",98.90993,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-11",98.93597,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.04742,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-01",99.2239,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-02",99.40699,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-03",99.48175,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-04",99.51272,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-05",99.41793,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-06",99.13212,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-07",98.8354,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-08",98.7091,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-09",98.80901,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-10",99.01501,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-11",99.20769,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2014-12",99.38264,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-01",99.51382,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-02",99.49924,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-03",99.43142,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-04",99.41436,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-05",99.43176,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.42877,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-07",99.37915,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-08",99.25413,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-09",99.13795,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-10",99.16193,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-11",99.37276,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2015-12",99.83235,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-01",100.4555,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-02",100.9131,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-03",101.0365,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-04",101.0288,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-05",100.9792,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-06",101.014,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-07",101.0163,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-08",101.0413,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-09",101.0347,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-10",100.9725,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-11",101.0253,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2016-12",101.302,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-01",101.5763,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-02",101.7804,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-03",101.9171,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-04",101.9656,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-05",101.8841,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-06",101.8045,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-07",101.6998,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-08",101.6641,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-09",101.6071,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-10",101.5505,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-11",101.6013,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2017-12",101.7148,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-01",101.7228,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-02",101.5685,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-03",101.4678,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-04",101.4918,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-05",101.5195,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-06",101.5225,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4971,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.5397,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.5676,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.5196,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-11",101.4995,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.517,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-01",101.5976,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-02",101.7113,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-03",101.7953,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-04",101.8902,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-05",101.8719,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-06",101.7879,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-07",101.6636,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-08",101.5427,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-09",101.5409,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-10",101.6042,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-11",101.6538,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2019-12",101.8251,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-01",101.9613,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-02",101.5343,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-03",100.5993,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-04",99.88578,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-05",99.62522,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-06",99.71127,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-07",99.87817,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-08",100.0536,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-09",100.1918,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-10",100.4478,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-11",100.7273,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2020-12",100.9826,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-01",101.2983,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-02",101.6246,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-03",101.9792,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-04",102.2096,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-05",102.3637,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-06",102.3924,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-07",102.288,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-08",102.2003,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-09",102.2139,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-10",102.2127,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-11",102.1498,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2021-12",102.1344,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2022-01",102.2034,
"ISR","BCI","AMPLITUD","LTRENDIDX","M","2022-02",102.234,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-04",85.50384,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-05",85.87047,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-06",86.06501,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-07",86.16361,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-08",86.65017,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-09",87.88497,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-10",89.89355,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-11",91.44666,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1993-12",92.6945,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-01",93.84975,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-02",94.17579,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-03",93.54634,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-04",92.31616,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-05",92.10788,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-06",93.02883,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-07",94.6663,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-08",95.52065,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-09",95.26318,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-10",94.15715,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-11",93.59068,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1994-12",93.72036,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-01",94.31307,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-02",94.8131,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-03",95.12651,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-04",95.31786,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-05",95.53286,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-06",95.57097,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-07",95.41793,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-08",95.52249,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-09",95.92638,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-10",96.4352,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-11",96.56864,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1995-12",96.11403,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-01",95.18959,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-02",94.89584,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-03",95.40702,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-04",96.46168,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-05",97.08746,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-06",96.94665,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-07",96.1038,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-08",95.5207,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-09",95.14498,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-10",94.76862,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-11",94.6004,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1996-12",94.54056,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-01",94.54578,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-02",94.84638,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-03",95.70504,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-04",97.15552,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-05",98.26204,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-06",99.09196,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.76662,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-08",100.0642,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.88626,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.27461,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-11",98.90433,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1997-12",98.72794,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-01",98.54248,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-02",98.36264,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-03",98.05532,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-04",97.63754,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-05",97.62309,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-06",98.06324,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-07",98.6398,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-08",98.46113,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-09",96.98067,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-10",94.29372,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-11",92.7752,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1998-12",92.80237,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-01",93.9979,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-02",94.92729,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-03",95.44451,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-04",95.72322,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-05",95.70026,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-06",95.38713,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-07",94.93224,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-08",94.97344,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-09",95.75513,
"LVA","BCI","AMPLITUD","LTRENDIDX","M","1999-10",97.16576,
